,n,die,end,kind,start
27,29,1,97,B,96
28,29,1,78,S,97
29,29,4,82,B,78
30,29,2,84,B,82
31,29,1,85,B,84
32,29,5,90,B,85
33,29,1,91,B,90
34,29,4,75,S,91
35,29,3,78,B,75
36,29,2,100,L,78
0,30,5,5,B,0
1,30,1,6,B,5
2,30,4,10,B,6
3,30,3,13,B,10
4,30,4,17,B,13
5,30,2,19,B,17
6,30,1,20,B,19
7,30,4,24,B,20
8,30,4,84,L,24
9,30,2,86,B,84
10,30,5,91,B,86
11,30,4,75,S,91
12,30,5,100,L,75
0,31,6,6,B,0
1,31,2,8,B,6
2,31,3,11,B,8
3,31,1,12,B,11
4,31,4,6,S,12
5,31,2,8,B,6
6,31,4,12,B,8
7,31,2,14,B,12
8,31,4,18,B,14
9,31,6,24,B,18
10,31,2,26,B,24
11,31,4,30,B,26
12,31,5,35,B,30
13,31,1,44,L,35
14,31,6,50,B,44
15,31,1,67,L,50
16,31,6,73,B,67
17,31,1,74,B,73
18,31,2,76,B,74
19,31,3,79,B,76
20,31,6,85,B,79
21,31,1,86,B,85
22,31,5,91,B,86
23,31,3,94,B,91
24,31,5,99,B,94
25,31,3,100,B,99
0,32,6,6,B,0
1,32,4,10,B,6
2,32,3,13,B,10
3,32,4,17,B,13
4,32,1,18,B,17
5,32,3,42,L,18
6,32,5,26,S,42
7,32,2,84,L,26
8,32,3,24,S,84
9,32,3,27,B,24
10,32,4,31,B,27
11,32,4,35,B,31
12,32,2,37,B,35
13,32,1,38,B,37
14,32,4,42,B,38
15,32,5,26,S,42
16,32,4,30,B,26
17,32,3,33,B,30
18,32,3,44,L,33
19,32,3,26,S,44
20,32,1,27,B,26
21,32,6,33,B,27
22,32,4,37,B,33
23,32,3,40,B,37
24,32,1,41,B,40
25,32,4,45,B,41
26,32,5,50,B,45
27,32,2,52,B,50
28,32,3,55,B,52
29,32,1,53,S,55
30,32,6,59,B,53
31,32,4,63,B,59
32,32,5,68,B,63
33,32,3,81,L,68
34,32,3,84,B,81
35,32,1,85,B,84
36,32,1,86,B,85
37,32,1,24,S,86
38,32,6,30,B,24
39,32,1,31,B,30
40,32,5,44,L,31
41,32,3,26,S,44
42,32,4,30,B,26
43,32,6,44,L,30
44,32,6,50,B,44
45,32,5,55,B,50
46,32,1,53,S,55
47,32,6,59,B,53
48,32,2,61,B,59
49,32,6,67,B,61
50,32,3,70,B,67
51,32,4,74,B,70
52,32,4,78,B,74
53,32,3,81,B,78
54,32,2,83,B,81
55,32,1,84,B,83
56,32,3,24,S,84
57,32,6,30,B,24
58,32,3,33,B,30
59,32,2,35,B,33
60,32,3,38,B,35
61,32,1,39,B,38
62,32,2,41,B,39
63,32,5,46,B,41
64,32,5,67,L,46
65,32,2,69,B,67
66,32,5,74,B,69
67,32,4,78,B,74
68,32,4,82,B,78
69,32,4,86,B,82
70,32,6,92,B,86
71,32,1,73,S,92
72,32,1,74,B,73
73,32,2,76,B,74
74,32,4,100,L,76
0,33,1,38,L,0
1,33,6,44,B,38
2,33,1,45,B,44
3,33,2,26,S,45
4,33,1,27,B,26
5,33,3,30,B,27
6,33,1,31,B,30
7,33,5,44,L,31
8,33,3,26,S,44
9,33,4,30,B,26
10,33,1,31,B,30
11,33,6,37,B,31
12,33,4,41,B,37
13,33,1,42,B,41
14,33,4,46,B,42
15,33,4,50,B,46
16,33,6,53,S,50
17,33,2,55,B,53
18,33,6,61,B,55
19,33,5,66,B,61
20,33,4,70,B,66
21,33,6,76,B,70
22,33,2,78,B,76
23,33,3,81,B,78
24,33,4,85,B,81
25,33,1,86,B,85
26,33,2,88,B,86
27,33,2,90,B,88
28,33,1,91,B,90
29,33,5,96,B,91
30,33,1,97,B,96
31,33,6,100,B,97
0,34,1,38,L,0
1,34,4,42,B,38
2,34,3,45,B,42
3,34,3,48,B,45
4,34,5,53,B,48
5,34,5,58,B,53
6,34,4,19,S,58
7,34,3,22,B,19
8,34,5,27,B,22
9,34,3,30,B,27
10,34,5,35,B,30
11,34,4,39,B,35
12,34,1,40,B,39
13,34,5,45,B,40
14,34,5,50,B,45
15,34,1,67,L,50
16,34,6,73,B,67
17,34,2,75,B,73
18,34,6,81,B,75
19,34,3,84,B,81
20,34,1,85,B,84
21,34,1,86,B,85
22,34,2,88,B,86
23,34,2,90,B,88
24,34,6,96,B,90
25,34,5,100,B,96
0,35,5,5,B,0
1,35,3,8,B,5
2,35,5,13,B,8
3,35,6,19,B,13
4,35,1,20,B,19
5,35,3,23,B,20
6,35,1,24,B,23
7,35,3,27,B,24
8,35,4,31,B,27
9,35,6,37,B,31
10,35,2,39,B,37
11,35,3,42,B,39
12,35,1,43,B,42
13,35,4,26,S,43
14,35,5,31,B,26
15,35,3,34,B,31
16,35,1,35,B,34
17,35,6,41,B,35
18,35,1,42,B,41
19,35,3,45,B,42
20,35,3,48,B,45
21,35,6,54,B,48
22,35,6,60,B,54
23,35,3,63,B,60
24,35,3,66,B,63
25,35,4,70,B,66
26,35,6,76,B,70
27,35,5,81,B,76
28,35,5,86,B,81
29,35,3,89,B,86
30,35,3,92,B,89
31,35,6,78,S,92
32,35,2,100,L,78
0,36,3,3,B,0
1,36,1,14,L,3
2,36,5,19,B,14
3,36,3,22,B,19
4,36,1,23,B,22
5,36,5,84,L,23
6,36,3,24,S,84
7,36,4,84,L,24
8,36,6,90,B,84
9,36,2,92,B,90
10,36,3,75,S,92
11,36,3,78,B,75
12,36,4,82,B,78
13,36,2,84,B,82
14,36,5,89,B,84
15,36,1,90,B,89
16,36,3,73,S,90
17,36,5,78,B,73
18,36,6,84,B,78
19,36,2,86,B,84
20,36,5,91,B,86
21,36,4,75,S,91
22,36,1,76,B,75
23,36,6,82,B,76
24,36,2,84,B,82
25,36,4,88,B,84
26,36,6,94,B,88
27,36,3,97,B,94
28,36,1,78,S,97
29,36,5,83,B,78
30,36,5,88,B,83
31,36,5,73,S,88
32,36,1,74,B,73
33,36,5,79,B,74
34,36,3,82,B,79
35,36,6,88,B,82
36,36,5,73,S,88
37,36,6,79,B,73
38,36,6,85,B,79
39,36,1,86,B,85
40,36,2,88,B,86
41,36,1,89,B,88
42,36,6,75,S,89
43,36,1,76,B,75
44,36,4,100,L,76
0,37,4,14,L,0
1,37,6,20,B,14
2,37,5,25,B,20
3,37,2,27,B,25
4,37,1,84,L,27
5,37,2,86,B,84
6,37,2,88,B,86
7,37,2,90,B,88
8,37,3,73,S,90
9,37,2,75,B,73
10,37,2,77,B,75
11,37,6,83,B,77
12,37,5,88,B,83
13,37,1,89,B,88
14,37,6,75,S,89
15,37,5,100,L,75
0,38,2,2,B,0
1,38,5,7,B,2
2,38,1,8,B,7
3,38,3,11,B,8
4,38,3,14,B,11
5,38,3,17,B,14
6,38,2,19,B,17
7,38,1,20,B,19
8,38,1,42,L,20
9,38,4,46,B,42
10,38,2,48,B,46
11,38,6,54,B,48
12,38,5,59,B,54
13,38,4,63,B,59
14,38,2,65,B,63
15,38,6,81,L,65
16,38,1,82,B,81
17,38,3,85,B,82
18,38,5,90,B,85
19,38,5,75,S,90
20,38,5,100,L,75
0,39,4,14,L,0
1,39,2,6,S,14
2,39,2,8,B,6
3,39,1,31,L,8
4,39,3,34,B,31
5,39,5,39,B,34
6,39,2,41,B,39
7,39,3,44,B,41
8,39,1,45,B,44
9,39,2,26,S,45
10,39,5,31,B,26
11,39,3,34,B,31
12,39,6,40,B,34
13,39,5,45,B,40
14,39,6,67,L,45
15,39,3,70,B,67
16,39,3,73,B,70
17,39,3,76,B,73
18,39,3,79,B,76
19,39,6,85,B,79
20,39,2,24,S,85
21,39,3,27,B,24
22,39,1,84,L,27
23,39,5,89,B,84
24,39,5,94,B,89
25,39,1,75,S,94
26,39,1,76,B,75
27,39,6,82,B,76
28,39,4,86,B,82
29,39,3,89,B,86
30,39,1,90,B,89
31,39,1,91,B,90
32,39,4,75,S,91
33,39,5,100,L,75
0,40,6,6,B,0
1,40,4,10,B,6
2,40,4,14,B,10
3,40,4,18,B,14
4,40,2,20,B,18
5,40,4,24,B,20
6,40,6,30,B,24
7,40,6,44,L,30
8,40,2,46,B,44
9,40,6,52,B,46
10,40,4,53,S,52
11,40,2,55,B,53
12,40,1,53,S,55
13,40,4,57,B,53
14,40,3,60,B,57
15,40,5,65,B,60
16,40,6,81,L,65
17,40,1,82,B,81
18,40,1,83,B,82
19,40,3,86,B,83
20,40,3,89,B,86
21,40,2,91,B,89
22,40,5,96,B,91
23,40,1,97,B,96
24,40,4,100,B,97
0,41,1,38,L,0
1,41,5,43,B,38
2,41,5,48,B,43
3,41,4,52,B,48
4,41,1,53,B,52
5,41,6,59,B,53
6,41,5,60,S,59
7,41,5,65,B,60
8,41,2,67,B,65
9,41,6,73,B,67
10,41,5,78,B,73
11,41,1,79,B,78
12,41,4,83,B,79
13,41,4,24,S,83
14,41,6,30,B,24
15,41,3,33,B,30
16,41,1,34,B,33
17,41,2,44,L,34
18,41,5,11,S,44
19,41,1,12,B,11
20,41,3,15,B,12
21,41,2,17,B,15
22,41,3,20,B,17
23,41,3,23,B,20
24,41,4,27,B,23
25,41,4,31,B,27
26,41,1,32,B,31
27,41,4,44,L,32
28,41,5,11,S,44
29,41,5,6,S,11
30,41,5,11,B,6
31,41,5,6,S,11
32,41,5,11,B,6
33,41,4,15,B,11
34,41,1,6,S,15
35,41,1,7,B,6
36,41,4,11,B,7
37,41,1,12,B,11
38,41,4,6,S,12
39,41,2,8,B,6
40,41,5,13,B,8
41,41,3,6,S,13
42,41,3,31,L,6
43,41,2,33,B,31
44,41,4,37,B,33
45,41,6,43,B,37
46,41,1,44,B,43
47,41,6,50,B,44
48,41,6,53,S,50
49,41,6,59,B,53
50,41,4,63,B,59
51,41,3,66,B,63
52,41,6,72,B,66
53,41,3,75,B,72
54,41,1,76,B,75
55,41,1,77,B,76
56,41,5,82,B,77
57,41,6,88,B,82
58,41,5,73,S,88
59,41,5,78,B,73
60,41,4,82,B,78
61,41,2,84,B,82
62,41,2,86,B,84
63,41,3,89,B,86
64,41,2,91,B,89
65,41,6,97,B,91
66,41,6,100,B,97
0,42,5,5,B,0
1,42,4,31,L,5
2,42,3,34,B,31
3,42,5,39,B,34
4,42,2,41,B,39
5,42,4,45,B,41
6,42,2,26,S,45
7,42,1,27,B,26
8,42,2,29,B,27
9,42,6,35,B,29
10,42,1,44,L,35
11,42,2,46,B,44
12,42,6,52,B,46
13,42,2,54,B,52
14,42,4,58,B,54
15,42,3,61,B,58
16,42,1,19,S,61
17,42,6,25,B,19
18,42,6,31,B,25
19,42,5,44,L,31
20,42,4,48,B,44
21,42,2,50,B,48
22,42,4,54,B,50
23,42,2,53,S,54
24,42,5,58,B,53
25,42,3,61,B,58
26,42,1,19,S,61
27,42,5,24,B,19
28,42,6,30,B,24
29,42,1,31,B,30
30,42,1,32,B,31
31,42,4,44,L,32
32,42,2,46,B,44
33,42,3,11,S,46
34,42,1,12,B,11
35,42,5,17,B,12
36,42,5,22,B,17
37,42,1,23,B,22
38,42,4,27,B,23
39,42,4,31,B,27
40,42,4,35,B,31
41,42,1,44,L,35
42,42,2,46,B,44
43,42,3,11,S,46
44,42,6,17,B,11
45,42,1,18,B,17
46,42,1,19,B,18
47,42,4,23,B,19
48,42,6,29,B,23
49,42,5,34,B,29
50,42,3,37,B,34
51,42,1,38,B,37
52,42,3,41,B,38
53,42,6,26,S,41
54,42,4,30,B,26
55,42,2,32,B,30
56,42,6,38,B,32
57,42,6,44,B,38
58,42,1,45,B,44
59,42,6,67,L,45
60,42,4,81,L,67
61,42,4,85,B,81
62,42,4,89,B,85
63,42,5,94,B,89
64,42,3,97,B,94
65,42,2,99,B,97
66,42,2,100,B,99
0,43,2,2,B,0
1,43,3,5,B,2
2,43,1,6,B,5
3,43,5,11,B,6
4,43,2,13,B,11
5,43,1,14,B,13
6,43,5,19,B,14
7,43,2,42,L,19
8,43,2,44,B,42
9,43,2,46,B,44
10,43,4,50,B,46
11,43,1,67,L,50
12,43,4,81,L,67
13,43,3,84,B,81
14,43,6,90,B,84
15,43,6,96,B,90
16,43,4,100,B,96
0,44,6,6,B,0
1,44,3,31,L,6
2,44,1,32,B,31
3,44,5,37,B,32
4,44,5,42,B,37
5,44,4,46,B,42
6,44,3,11,S,46
7,44,2,13,B,11
8,44,3,6,S,13
9,44,6,12,B,6
10,44,2,14,B,12
11,44,6,20,B,14
12,44,5,25,B,20
13,44,3,84,L,25
14,44,1,85,B,84
15,44,3,88,B,85
16,44,6,94,B,88
17,44,6,100,B,94
0,45,5,5,B,0
1,45,5,10,B,5
2,45,3,13,B,10
3,45,5,18,B,13
4,45,2,20,B,18
5,45,3,23,B,20
6,45,4,27,B,23
7,45,5,32,B,27
8,45,4,44,L,32
9,45,3,26,S,44
10,45,6,32,B,26
11,45,6,38,B,32
12,45,4,42,B,38
13,45,1,43,B,42
14,45,2,45,B,43
15,45,2,26,S,45
16,45,6,32,B,26
17,45,1,33,B,32
18,45,1,34,B,33
19,45,4,38,B,34
20,45,5,43,B,38
21,45,4,26,S,43
22,45,3,29,B,26
23,45,3,32,B,29
24,45,6,38,B,32
25,45,4,42,B,38
26,45,5,26,S,42
27,45,2,84,L,26
28,45,4,88,B,84
29,45,1,89,B,88
30,45,2,91,B,89
31,45,3,94,B,91
32,45,1,75,S,94
33,45,1,76,B,75
34,45,1,77,B,76
35,45,1,78,B,77
36,45,4,82,B,78
37,45,4,86,B,82
38,45,3,89,B,86
39,45,2,91,B,89
40,45,5,96,B,91
41,45,2,78,S,96
42,45,6,84,B,78
43,45,1,85,B,84
44,45,4,89,B,85
45,45,2,91,B,89
46,45,3,94,B,91
47,45,2,96,B,94
48,45,6,100,B,96
0,46,5,5,B,0
1,46,3,8,B,5
2,46,2,10,B,8
3,46,2,12,B,10
4,46,5,17,B,12
5,46,2,19,B,17
6,46,5,24,B,19
7,46,2,26,B,24
8,46,2,84,L,26
9,46,3,24,S,84
10,46,1,25,B,24
11,46,4,29,B,25
12,46,2,31,B,29
13,46,3,34,B,31
14,46,3,37,B,34
15,46,3,40,B,37
16,46,3,43,B,40
17,46,2,45,B,43
18,46,2,26,S,45
19,46,1,27,B,26
20,46,5,32,B,27
21,46,5,37,B,32
22,46,4,41,B,37
23,46,1,42,B,41
24,46,5,26,S,42
25,46,5,31,B,26
26,46,6,37,B,31
27,46,3,40,B,37
28,46,1,41,B,40
29,46,1,42,B,41
30,46,6,48,B,42
31,46,2,50,B,48
32,46,3,53,B,50
33,46,4,57,B,53
34,46,2,59,B,57
35,46,3,19,S,59
36,46,4,23,B,19
37,46,5,84,L,23
38,46,3,24,S,84
39,46,2,26,B,24
40,46,3,29,B,26
41,46,1,30,B,29
42,46,4,34,B,30
43,46,2,44,L,34
44,46,5,11,S,44
45,46,2,13,B,11
46,46,2,15,B,13
47,46,1,6,S,15
48,46,6,12,B,6
49,46,3,15,B,12
50,46,6,42,L,15
51,46,2,44,B,42
52,46,4,48,B,44
53,46,2,50,B,48
54,46,2,52,B,50
55,46,3,55,B,52
56,46,3,58,B,55
57,46,1,59,B,58
58,46,3,19,S,59
59,46,5,24,B,19
60,46,4,84,L,24
61,46,3,24,S,84
62,46,3,27,B,24
63,46,3,30,B,27
64,46,5,35,B,30
65,46,6,41,B,35
66,46,1,42,B,41
67,46,5,26,S,42
68,46,4,30,B,26
69,46,6,44,L,30
70,46,6,50,B,44
71,46,3,53,B,50
72,46,3,53,S,53
73,46,4,57,B,53
74,46,1,58,B,57
75,46,2,60,B,58
76,46,1,61,B,60
77,46,5,66,B,61
78,46,1,67,B,66
79,46,5,72,B,67
80,46,1,73,B,72
81,46,2,75,B,73
82,46,1,76,B,75
83,46,4,100,L,76
0,47,3,3,B,0
1,47,3,6,B,3
2,47,2,8,B,6
3,47,1,31,L,8
4,47,6,37,B,31
5,47,3,40,B,37
6,47,6,46,B,40
7,47,5,67,L,46
8,47,4,81,L,67
9,47,1,82,B,81
10,47,1,83,B,82
11,47,6,89,B,83
12,47,2,91,B,89
13,47,4,75,S,91
14,47,1,76,B,75
15,47,1,77,B,76
16,47,5,82,B,77
17,47,2,84,B,82
18,47,1,85,B,84
19,47,6,91,B,85
20,47,2,73,S,91
21,47,4,77,B,73
22,47,1,78,B,77
23,47,2,100,L,78
0,48,4,14,L,0
1,48,1,15,B,14
2,48,2,17,B,15
3,48,6,23,B,17
4,48,5,84,L,23
5,48,5,89,B,84
6,48,4,73,S,89
7,48,3,76,B,73
8,48,4,100,L,76
0,49,2,2,B,0
1,49,5,7,B,2
2,49,4,11,B,7
3,49,1,12,B,11
4,49,2,14,B,12
5,49,4,18,B,14
6,49,5,23,B,18
7,49,1,24,B,23
8,49,5,29,B,24
9,49,4,33,B,29
10,49,4,37,B,33
11,49,6,43,B,37
12,49,1,44,B,43
13,49,3,26,S,44
14,49,3,29,B,26
15,49,1,30,B,29
16,49,5,35,B,30
17,49,5,40,B,35
18,49,4,44,B,40
19,49,2,46,B,44
20,49,5,67,L,46
21,49,2,69,B,67
22,49,6,75,B,69
23,49,5,100,L,75
0,50,3,3,B,0
1,50,5,8,B,3
2,50,1,31,L,8
3,50,2,33,B,31
4,50,6,39,B,33
5,50,3,42,B,39
6,50,5,26,S,42
7,50,1,27,B,26
8,50,2,29,B,27
9,50,1,30,B,29
10,50,1,31,B,30
11,50,3,34,B,31
12,50,2,44,L,34
13,50,6,50,B,44
14,50,2,52,B,50
15,50,5,57,B,52
16,50,6,63,B,57
17,50,2,65,B,63
18,50,5,70,B,65
19,50,1,81,L,70
20,50,1,82,B,81
21,50,5,24,S,82
22,50,2,26,B,24
23,50,3,29,B,26
24,50,2,31,B,29
25,50,2,33,B,31
26,50,3,44,L,33
27,50,4,48,B,44
28,50,1,11,S,48
29,50,1,12,B,11
30,50,2,14,B,12
31,50,6,20,B,14
32,50,3,23,B,20
33,50,2,25,B,23
34,50,3,84,L,25
35,50,4,88,B,84
36,50,5,73,S,88
37,50,1,74,B,73
38,50,6,100,L,74
0,51,6,6,B,0
1,51,1,7,B,6
2,51,6,13,B,7
3,51,6,19,B,13
4,51,1,20,B,19
5,51,2,22,B,20
6,51,6,84,L,22
7,51,6,90,B,84
8,51,6,96,B,90
9,51,3,99,B,96
10,51,5,100,B,99
0,52,5,5,B,0
1,52,2,7,B,5
2,52,1,8,B,7
3,52,5,13,B,8
4,52,3,6,S,13
5,52,3,31,L,6
6,52,2,33,B,31
7,52,6,39,B,33
8,52,2,41,B,39
9,52,4,45,B,41
10,52,1,46,B,45
11,52,3,11,S,46
12,52,3,14,B,11
13,52,3,17,B,14
14,52,4,42,L,17
15,52,4,46,B,42
16,52,2,48,B,46
17,52,4,52,B,48
18,52,5,57,B,52
19,52,2,59,B,57
20,52,1,60,B,59
21,52,2,19,S,60
22,52,2,42,L,19
23,52,1,43,B,42
24,52,3,46,B,43
25,52,4,50,B,46
26,52,1,67,L,50
27,52,3,70,B,67
28,52,1,81,L,70
29,52,4,85,B,81
30,52,3,88,B,85
31,52,3,91,B,88
32,52,1,92,B,91
33,52,3,75,S,92
34,52,5,100,L,75
0,53,5,5,B,0
1,53,2,7,B,5
2,53,6,13,B,7
3,53,4,17,B,13
4,53,4,42,L,17
5,53,1,43,B,42
6,53,2,45,B,43
7,53,1,46,B,45
8,53,4,50,B,46
9,53,2,52,B,50
10,53,2,54,B,52
11,53,1,55,B,54
12,53,1,53,S,55
13,53,5,58,B,53
14,53,6,60,S,58
15,53,3,63,B,60
16,53,6,69,B,63
17,53,6,75,B,69
18,53,2,77,B,75
19,53,4,81,B,77
20,53,5,86,B,81
21,53,4,90,B,86
22,53,6,96,B,90
23,53,4,100,B,96
0,54,6,6,B,0
1,54,3,31,L,6
2,54,1,32,B,31
3,54,5,37,B,32
4,54,3,40,B,37
5,54,5,45,B,40
6,54,2,26,S,45
7,54,2,84,L,26
8,54,6,90,B,84
9,54,3,73,S,90
10,54,5,78,B,73
11,54,5,83,B,78
12,54,4,24,S,83
13,54,3,27,B,24
14,54,1,84,L,27
15,54,3,24,S,84
16,54,5,29,B,24
17,54,5,34,B,29
18,54,5,39,B,34
19,54,4,43,B,39
20,54,5,48,B,43
21,54,1,11,S,48
22,54,4,15,B,11
23,54,3,18,B,15
24,54,6,24,B,18
25,54,1,25,B,24
26,54,3,84,L,25
27,54,1,85,B,84
28,54,1,86,B,85
29,54,3,89,B,86
30,54,3,92,B,89
31,54,6,78,S,92
32,54,2,100,L,78
0,55,2,2,B,0
1,55,1,3,B,2
2,55,4,7,B,3
3,55,3,10,B,7
4,55,5,15,B,10
5,55,6,42,L,15
6,55,1,43,B,42
7,55,2,45,B,43
8,55,3,48,B,45
9,55,5,53,B,48
10,55,4,57,B,53
11,55,1,58,B,57
12,55,2,60,B,58
13,55,3,63,B,60
14,55,1,60,S,63
15,55,4,60,S,60
16,55,4,60,S,60
17,55,6,66,B,60
18,55,5,81,L,66
19,55,6,24,S,81
20,55,2,26,B,24
21,55,6,32,B,26
22,55,4,44,L,32
23,55,1,45,B,44
24,55,6,67,L,45
25,55,5,72,B,67
26,55,4,76,B,72
27,55,5,81,B,76
28,55,5,86,B,81
29,55,3,89,B,86
30,55,4,73,S,89
31,55,5,78,B,73
32,55,5,83,B,78
33,55,4,24,S,83
34,55,6,30,B,24
35,55,3,33,B,30
36,55,3,44,L,33
37,55,3,26,S,44
38,55,2,84,L,26
39,55,4,88,B,84
40,55,1,89,B,88
41,55,3,92,B,89
42,55,2,94,B,92
43,55,6,100,B,94
0,56,6,6,B,0
1,56,2,8,B,6
2,56,1,31,L,8
3,56,3,34,B,31
4,56,4,38,B,34
5,56,4,42,B,38
6,56,6,48,B,42
7,56,6,54,B,48
8,56,4,58,B,54
9,56,6,60,S,58
10,56,4,60,S,60
11,56,1,61,B,60
12,56,6,67,B,61
13,56,5,72,B,67
14,56,3,75,B,72
15,56,2,77,B,75
16,56,2,79,B,77
17,56,3,82,B,79
18,56,1,83,B,82
19,56,3,86,B,83
20,56,4,90,B,86
21,56,2,92,B,90
22,56,2,94,B,92
23,56,2,96,B,94
24,56,2,78,S,96
25,56,6,84,B,78
26,56,6,90,B,84
27,56,2,92,B,90
28,56,3,75,S,92
29,56,5,100,L,75
0,57,3,3,B,0
1,57,1,14,L,3
2,57,4,18,B,14
3,57,6,24,B,18
4,57,3,27,B,24
5,57,6,33,B,27
6,57,6,39,B,33
7,57,1,40,B,39
8,57,6,46,B,40
9,57,5,67,L,46
10,57,3,70,B,67
11,57,2,72,B,70
12,57,6,78,B,72
13,57,1,79,B,78
14,57,2,81,B,79
15,57,5,86,B,81
16,57,1,24,S,86
17,57,6,30,B,24
18,57,4,34,B,30
19,57,3,37,B,34
20,57,6,43,B,37
21,57,4,26,S,43
22,57,5,31,B,26
23,57,2,33,B,31
24,57,6,39,B,33
25,57,5,44,B,39
26,57,5,11,S,44
27,57,1,12,B,11
28,57,4,6,S,12
29,57,5,11,B,6
30,57,5,6,S,11
31,57,6,12,B,6
32,57,5,17,B,12
33,57,5,22,B,17
34,57,4,26,B,22
35,57,3,29,B,26
36,57,2,31,B,29
37,57,3,34,B,31
38,57,1,35,B,34
39,57,2,37,B,35
40,57,5,42,B,37
41,57,4,46,B,42
42,57,1,26,S,46
43,57,6,32,B,26
44,57,3,35,B,32
45,57,5,40,B,35
46,57,4,44,B,40
47,57,2,46,B,44
48,57,3,11,S,46
49,57,1,12,B,11
50,57,6,18,B,12
51,57,1,19,B,18
52,57,5,24,B,19
53,57,5,29,B,24
54,57,6,35,B,29
55,57,1,44,L,35
56,57,6,50,B,44
57,57,4,54,B,50
58,57,3,57,B,54
59,57,4,61,B,57
60,57,4,65,B,61
61,57,5,70,B,65
62,57,4,74,B,70
63,57,5,79,B,74
64,57,6,85,B,79
65,57,3,88,B,85
66,57,1,89,B,88
67,57,3,92,B,89
68,57,5,97,B,92
69,57,3,100,B,97
0,58,5,5,B,0
1,58,1,6,B,5
2,58,5,11,B,6
3,58,3,14,B,11
4,58,1,15,B,14
5,58,6,42,L,15
6,58,6,48,B,42
7,58,6,54,B,48
8,58,2,53,S,54
9,58,3,53,S,53
10,58,4,57,B,53
11,58,1,58,B,57
12,58,6,60,S,58
13,58,4,60,S,60
14,58,6,66,B,60
15,58,2,68,B,66
16,58,4,72,B,68
17,58,1,73,B,72
18,58,4,77,B,73
19,58,5,82,B,77
20,58,2,84,B,82
21,58,6,90,B,84
22,58,1,91,B,90
23,58,6,97,B,91
24,58,2,99,B,97
25,58,5,100,B,99
0,59,1,38,L,0
1,59,6,44,B,38
2,59,2,46,B,44
3,59,4,50,B,46
4,59,6,53,S,50
5,59,5,58,B,53
6,59,2,60,B,58
7,59,1,61,B,60
8,59,6,67,B,61
9,59,6,73,B,67
10,59,1,74,B,73
11,59,4,78,B,74
12,59,1,79,B,78
13,59,3,82,B,79
14,59,4,86,B,82
15,59,4,90,B,86
16,59,3,73,S,90
17,59,6,79,B,73
18,59,1,100,L,79
0,60,6,6,B,0
1,60,3,31,L,6
2,60,3,34,B,31
3,60,6,40,B,34
4,60,1,41,B,40
5,60,5,46,B,41
6,60,5,67,L,46
7,60,5,72,B,67
8,60,1,73,B,72
9,60,3,76,B,73
10,60,6,82,B,76
11,60,1,83,B,82
12,60,6,89,B,83
13,60,5,94,B,89
14,60,5,99,B,94
15,60,4,100,B,99
0,61,1,38,L,0
1,61,3,41,B,38
2,61,2,43,B,41
3,61,4,26,S,43
4,61,4,30,B,26
5,61,3,33,B,30
6,61,5,38,B,33
7,61,2,40,B,38
8,61,4,44,B,40
9,61,4,48,B,44
10,61,6,54,B,48
11,61,4,58,B,54
12,61,6,60,S,58
13,61,6,66,B,60
14,61,4,70,B,66
15,61,6,76,B,70
16,61,6,82,B,76
17,61,1,83,B,82
18,61,1,84,B,83
19,61,1,85,B,84
20,61,5,90,B,85
21,61,3,73,S,90
22,61,1,74,B,73
23,61,3,77,B,74
24,61,5,82,B,77
25,61,2,84,B,82
26,61,5,89,B,84
27,61,5,94,B,89
28,61,5,99,B,94
29,61,5,100,B,99
0,62,4,14,L,0
1,62,1,15,B,14
2,62,6,42,L,15
3,62,3,45,B,42
4,62,2,26,S,45
5,62,5,31,B,26
6,62,6,37,B,31
7,62,1,38,B,37
8,62,5,43,B,38
9,62,2,45,B,43
10,62,1,46,B,45
11,62,3,11,S,46
12,62,6,17,B,11
13,62,3,20,B,17
14,62,2,22,B,20
15,62,4,26,B,22
16,62,5,31,B,26
17,62,6,37,B,31
18,62,3,40,B,37
19,62,5,45,B,40
20,62,6,67,L,45
21,62,4,81,L,67
22,62,3,84,B,81
23,62,5,89,B,84
24,62,1,90,B,89
25,62,6,96,B,90
26,62,3,99,B,96
27,62,6,100,B,99
0,63,5,5,B,0
1,63,6,11,B,5
2,63,1,12,B,11
3,63,3,15,B,12
4,63,1,6,S,15
5,63,1,7,B,6
6,63,3,10,B,7
7,63,1,11,B,10
8,63,3,14,B,11
9,63,3,17,B,14
10,63,6,23,B,17
11,63,2,25,B,23
12,63,1,26,B,25
13,63,4,30,B,26
14,63,6,44,L,30
15,63,1,45,B,44
16,63,3,48,B,45
17,63,1,11,S,48
18,63,5,6,S,11
19,63,4,10,B,6
20,63,4,14,B,10
21,63,3,17,B,14
22,63,2,19,B,17
23,63,4,23,B,19
24,63,1,24,B,23
25,63,6,30,B,24
26,63,1,31,B,30
27,63,6,37,B,31
28,63,6,43,B,37
29,63,4,26,S,43
30,63,6,32,B,26
31,63,5,37,B,32
32,63,5,42,B,37
33,63,6,48,B,42
34,63,5,53,B,48
35,63,4,57,B,53
36,63,5,19,S,57
37,63,5,24,B,19
38,63,2,26,B,24
39,63,3,29,B,26
40,63,6,35,B,29
41,63,5,40,B,35
42,63,2,42,B,40
43,63,1,43,B,42
44,63,6,11,S,43
