,n,die,end,kind,start
35,440,5,44,B,39
36,440,3,26,S,44
37,440,2,84,L,26
38,440,3,24,S,84
39,440,3,27,B,24
40,440,4,31,B,27
41,440,4,35,B,31
42,440,4,39,B,35
43,440,3,42,B,39
44,440,6,48,B,42
45,440,6,54,B,48
46,440,5,59,B,54
47,440,2,61,B,59
48,440,4,65,B,61
49,440,2,67,B,65
50,440,3,70,B,67
51,440,4,74,B,70
52,440,2,76,B,74
53,440,2,78,B,76
54,440,4,82,B,78
55,440,5,24,S,82
56,440,5,29,B,24
57,440,5,34,B,29
58,440,2,44,L,34
59,440,4,48,B,44
60,440,2,50,B,48
61,440,3,53,B,50
62,440,5,58,B,53
63,440,5,63,B,58
64,440,2,65,B,63
65,440,2,67,B,65
66,440,2,69,B,67
67,440,4,73,B,69
68,440,4,77,B,73
69,440,3,100,L,77
0,441,6,6,B,0
1,441,5,11,B,6
2,441,5,6,S,11
3,441,5,11,B,6
4,441,2,13,B,11
5,441,4,17,B,13
6,441,6,23,B,17
7,441,5,84,L,23
8,441,5,89,B,84
9,441,5,94,B,89
10,441,3,97,B,94
11,441,1,78,S,97
12,441,4,82,B,78
13,441,5,24,S,82
14,441,6,30,B,24
15,441,1,31,B,30
16,441,1,32,B,31
17,441,6,38,B,32
18,441,6,44,B,38
19,441,5,11,S,44
20,441,1,12,B,11
21,441,3,15,B,12
22,441,3,18,B,15
23,441,4,22,B,18
24,441,3,25,B,22
25,441,5,30,B,25
26,441,1,31,B,30
27,441,4,35,B,31
28,441,6,41,B,35
29,441,2,43,B,41
30,441,4,26,S,43
31,441,3,29,B,26
32,441,3,32,B,29
33,441,5,37,B,32
34,441,6,43,B,37
35,441,2,45,B,43
36,441,3,48,B,45
37,441,4,52,B,48
38,441,2,54,B,52
39,441,3,57,B,54
40,441,5,19,S,57
41,441,5,24,B,19
42,441,3,27,B,24
43,441,1,84,L,27
44,441,6,90,B,84
45,441,5,75,S,90
46,441,1,76,B,75
47,441,2,78,B,76
48,441,1,79,B,78
49,441,2,81,B,79
50,441,4,85,B,81
51,441,4,89,B,85
52,441,6,75,S,89
53,441,3,78,B,75
54,441,1,79,B,78
55,441,2,81,B,79
56,441,5,86,B,81
57,441,1,24,S,86
58,441,3,27,B,24
59,441,1,84,L,27
60,441,6,90,B,84
61,441,1,91,B,90
62,441,5,96,B,91
63,441,6,100,B,96
0,442,2,2,B,0
1,442,6,8,B,2
2,442,1,31,L,8
3,442,3,34,B,31
4,442,2,44,L,34
5,442,1,45,B,44
6,442,2,26,S,45
7,442,5,31,B,26
8,442,6,37,B,31
9,442,5,42,B,37
10,442,6,48,B,42
11,442,5,53,B,48
12,442,1,54,B,53
13,442,1,55,B,54
14,442,5,60,B,55
15,442,5,65,B,60
16,442,2,67,B,65
17,442,4,81,L,67
18,442,1,82,B,81
19,442,6,88,B,82
20,442,2,90,B,88
21,442,3,73,S,90
22,442,6,79,B,73
23,442,2,81,B,79
24,442,3,84,B,81
25,442,1,85,B,84
26,442,5,90,B,85
27,442,4,94,B,90
28,442,5,99,B,94
29,442,3,100,B,99
0,443,1,38,L,0
1,443,4,42,B,38
2,443,2,44,B,42
3,443,6,50,B,44
4,443,1,67,L,50
5,443,2,69,B,67
6,443,2,81,L,69
7,443,6,24,S,81
8,443,6,30,B,24
9,443,6,44,L,30
10,443,2,46,B,44
11,443,4,50,B,46
12,443,3,53,B,50
13,443,6,59,B,53
14,443,1,60,B,59
15,443,5,65,B,60
16,443,5,70,B,65
17,443,2,72,B,70
18,443,2,74,B,72
19,443,6,100,L,74
0,444,5,5,B,0
1,444,5,10,B,5
2,444,2,12,B,10
3,444,5,17,B,12
4,444,2,19,B,17
5,444,5,24,B,19
6,444,2,26,B,24
7,444,3,29,B,26
8,444,3,32,B,29
9,444,5,37,B,32
10,444,3,40,B,37
11,444,5,45,B,40
12,444,6,67,L,45
13,444,2,69,B,67
14,444,6,75,B,69
15,444,5,100,L,75
0,445,2,2,B,0
1,445,4,6,B,2
2,445,2,8,B,6
3,445,4,12,B,8
4,445,6,18,B,12
5,445,2,20,B,18
6,445,6,26,B,20
7,445,1,27,B,26
8,445,6,33,B,27
9,445,6,39,B,33
10,445,4,43,B,39
11,445,2,45,B,43
12,445,5,50,B,45
13,445,3,53,B,50
14,445,1,54,B,53
15,445,3,57,B,54
16,445,5,19,S,57
17,445,5,24,B,19
18,445,1,25,B,24
19,445,6,31,B,25
20,445,2,33,B,31
21,445,4,37,B,33
22,445,2,39,B,37
23,445,6,45,B,39
24,445,1,46,B,45
25,445,1,26,S,46
26,445,6,32,B,26
27,445,3,35,B,32
28,445,5,40,B,35
29,445,1,41,B,40
30,445,5,46,B,41
31,445,4,50,B,46
32,445,6,53,S,50
33,445,1,54,B,53
34,445,1,55,B,54
35,445,6,61,B,55
36,445,5,66,B,61
37,445,5,81,L,66
38,445,5,86,B,81
39,445,6,92,B,86
40,445,4,96,B,92
41,445,4,100,B,96
0,446,1,38,L,0
1,446,1,39,B,38
2,446,5,44,B,39
3,446,5,11,S,44
4,446,1,12,B,11
5,446,1,13,B,12
6,446,5,18,B,13
7,446,2,20,B,18
8,446,1,42,L,20
9,446,3,45,B,42
10,446,4,11,S,45
11,446,1,12,B,11
12,446,6,18,B,12
13,446,2,20,B,18
14,446,1,42,L,20
15,446,5,26,S,42
16,446,4,30,B,26
17,446,2,32,B,30
18,446,5,37,B,32
19,446,1,38,B,37
20,446,1,39,B,38
21,446,4,43,B,39
22,446,2,45,B,43
23,446,6,67,L,45
24,446,5,72,B,67
25,446,6,78,B,72
26,446,3,81,B,78
27,446,3,84,B,81
28,446,3,24,S,84
29,446,3,27,B,24
30,446,3,30,B,27
31,446,1,31,B,30
32,446,5,44,L,31
33,446,6,50,B,44
34,446,4,54,B,50
35,446,1,55,B,54
36,446,4,59,B,55
37,446,2,61,B,59
38,446,3,60,S,61
39,446,6,66,B,60
40,446,1,67,B,66
41,446,3,70,B,67
42,446,5,75,B,70
43,446,6,81,B,75
44,446,2,83,B,81
45,446,2,85,B,83
46,446,6,91,B,85
47,446,3,94,B,91
48,446,2,96,B,94
49,446,3,99,B,96
50,446,1,100,B,99
0,447,4,14,L,0
1,447,3,17,B,14
2,447,4,42,L,17
3,447,5,26,S,42
4,447,2,84,L,26
5,447,5,89,B,84
6,447,4,73,S,89
7,447,5,78,B,73
8,447,3,81,B,78
9,447,3,84,B,81
10,447,5,89,B,84
11,447,6,75,S,89
12,447,4,79,B,75
13,447,1,100,L,79
0,448,6,6,B,0
1,448,2,8,B,6
2,448,3,11,B,8
3,448,4,15,B,11
4,448,4,19,B,15
5,448,1,20,B,19
6,448,6,26,B,20
7,448,1,27,B,26
8,448,1,84,L,27
9,448,6,90,B,84
10,448,4,94,B,90
11,448,1,75,S,94
12,448,4,79,B,75
13,448,6,85,B,79
14,448,4,89,B,85
15,448,2,91,B,89
16,448,2,73,S,91
17,448,5,78,B,73
18,448,1,79,B,78
19,448,5,84,B,79
20,448,4,88,B,84
21,448,2,90,B,88
22,448,6,96,B,90
23,448,2,78,S,96
24,448,6,84,B,78
25,448,2,86,B,84
26,448,4,90,B,86
27,448,3,73,S,90
28,448,4,77,B,73
29,448,6,83,B,77
30,448,4,24,S,83
31,448,4,84,L,24
32,448,3,24,S,84
33,448,6,30,B,24
34,448,6,44,L,30
35,448,6,50,B,44
36,448,2,52,B,50
37,448,2,54,B,52
38,448,3,57,B,54
39,448,5,19,S,57
40,448,2,42,L,19
41,448,6,48,B,42
42,448,1,11,S,48
43,448,1,12,B,11
44,448,5,17,B,12
45,448,6,23,B,17
46,448,3,26,B,23
47,448,3,29,B,26
48,448,3,32,B,29
49,448,5,37,B,32
50,448,2,39,B,37
51,448,4,43,B,39
52,448,4,26,S,43
53,448,5,31,B,26
54,448,6,37,B,31
55,448,5,42,B,37
56,448,2,44,B,42
57,448,1,45,B,44
58,448,1,46,B,45
59,448,6,52,B,46
60,448,6,58,B,52
61,448,6,60,S,58
62,448,3,63,B,60
63,448,3,66,B,63
64,448,3,69,B,66
65,448,2,81,L,69
66,448,1,82,B,81
67,448,2,84,B,82
68,448,4,88,B,84
69,448,4,92,B,88
70,448,6,78,S,92
71,448,6,84,B,78
72,448,6,90,B,84
73,448,2,92,B,90
74,448,4,96,B,92
75,448,5,100,B,96
0,449,3,3,B,0
1,449,6,31,L,3
2,449,2,33,B,31
3,449,1,34,B,33
4,449,6,40,B,34
5,449,4,44,B,40
6,449,4,48,B,44
7,449,1,11,S,48
8,449,6,17,B,11
9,449,5,22,B,17
10,449,1,23,B,22
11,449,5,84,L,23
12,449,3,24,S,84
13,449,2,26,B,24
14,449,5,31,B,26
15,449,5,44,L,31
16,449,2,46,B,44
17,449,4,50,B,46
18,449,6,53,S,50
19,449,2,55,B,53
20,449,3,58,B,55
21,449,6,60,S,58
22,449,5,65,B,60
23,449,3,68,B,65
24,449,1,69,B,68
25,449,6,75,B,69
26,449,3,78,B,75
27,449,6,84,B,78
28,449,2,86,B,84
29,449,3,89,B,86
30,449,6,75,S,89
31,449,4,79,B,75
32,449,1,100,L,79
0,450,3,3,B,0
1,450,4,7,B,3
2,450,1,8,B,7
3,450,2,10,B,8
4,450,3,13,B,10
5,450,4,17,B,13
6,450,5,22,B,17
7,450,2,24,B,22
8,450,5,29,B,24
9,450,4,33,B,29
10,450,2,35,B,33
11,450,5,40,B,35
12,450,6,46,B,40
13,450,2,48,B,46
14,450,6,54,B,48
15,450,2,53,S,54
16,450,6,59,B,53
17,450,6,65,B,59
18,450,3,68,B,65
19,450,2,70,B,68
20,450,5,75,B,70
21,450,1,76,B,75
22,450,3,79,B,76
23,450,1,100,L,79
0,451,3,3,B,0
1,451,5,8,B,3
2,451,6,14,B,8
3,451,3,17,B,14
4,451,5,22,B,17
5,451,5,27,B,22
6,451,2,29,B,27
7,451,2,31,B,29
8,451,6,37,B,31
9,451,5,42,B,37
10,451,5,26,S,42
11,451,6,32,B,26
12,451,6,38,B,32
13,451,4,42,B,38
14,451,3,45,B,42
15,451,4,11,S,45
16,451,2,13,B,11
17,451,6,19,B,13
18,451,2,42,L,19
19,451,4,46,B,42
20,451,3,11,S,46
21,451,5,6,S,11
22,451,5,11,B,6
23,451,4,15,B,11
24,451,6,42,L,15
25,451,6,48,B,42
26,451,2,50,B,48
27,451,5,55,B,50
28,451,2,57,B,55
29,451,5,19,S,57
30,451,4,23,B,19
31,451,5,84,L,23
32,451,4,88,B,84
33,451,1,89,B,88
34,451,4,73,S,89
35,451,6,79,B,73
36,451,1,100,L,79
0,452,3,3,B,0
1,452,3,6,B,3
2,452,2,8,B,6
3,452,3,11,B,8
4,452,4,15,B,11
5,452,1,6,S,15
6,452,5,11,B,6
7,452,1,12,B,11
8,452,2,14,B,12
9,452,5,19,B,14
10,452,6,25,B,19
11,452,4,29,B,25
12,452,6,35,B,29
13,452,5,40,B,35
14,452,5,45,B,40
15,452,4,11,S,45
16,452,3,14,B,11
17,452,4,18,B,14
18,452,5,23,B,18
19,452,3,26,B,23
20,452,3,29,B,26
21,452,3,32,B,29
22,452,2,34,B,32
23,452,6,40,B,34
24,452,1,41,B,40
25,452,1,42,B,41
26,452,1,43,B,42
27,452,4,26,S,43
28,452,1,27,B,26
29,452,3,30,B,27
30,452,5,35,B,30
31,452,3,38,B,35
32,452,6,44,B,38
33,452,2,46,B,44
34,452,4,50,B,46
35,452,1,67,L,50
36,452,6,73,B,67
37,452,4,77,B,73
38,452,4,81,B,77
39,452,3,84,B,81
40,452,4,88,B,84
41,452,6,94,B,88
42,452,3,97,B,94
43,452,6,100,B,97
0,453,2,2,B,0
1,453,4,6,B,2
2,453,6,12,B,6
3,453,3,15,B,12
4,453,2,17,B,15
5,453,1,18,B,17
6,453,4,22,B,18
7,453,5,27,B,22
8,453,6,33,B,27
9,453,3,44,L,33
10,453,2,46,B,44
11,453,1,26,S,46
12,453,2,84,L,26
13,453,5,89,B,84
14,453,4,73,S,89
15,453,5,78,B,73
16,453,4,82,B,78
17,453,2,84,B,82
18,453,4,88,B,84
19,453,6,94,B,88
20,453,4,78,S,94
21,453,3,81,B,78
22,453,4,85,B,81
23,453,5,90,B,85
24,453,1,91,B,90
25,453,6,97,B,91
26,453,5,100,B,97
0,454,6,6,B,0
1,454,4,10,B,6
2,454,6,6,S,10
3,454,6,12,B,6
4,454,6,18,B,12
5,454,4,22,B,18
6,454,1,23,B,22
7,454,3,26,B,23
8,454,2,84,L,26
9,454,3,24,S,84
10,454,4,84,L,24
11,454,2,86,B,84
12,454,2,88,B,86
13,454,2,90,B,88
14,454,1,91,B,90
15,454,6,97,B,91
16,454,1,78,S,97
17,454,2,100,L,78
0,455,2,2,B,0
1,455,4,6,B,2
2,455,1,7,B,6
3,455,5,12,B,7
4,455,2,14,B,12
5,455,3,17,B,14
6,455,1,18,B,17
7,455,4,22,B,18
8,455,3,25,B,22
9,455,1,26,B,25
10,455,6,32,B,26
11,455,5,37,B,32
12,455,5,42,B,37
13,455,5,26,S,42
14,455,5,31,B,26
15,455,4,35,B,31
16,455,3,38,B,35
17,455,3,41,B,38
18,455,6,26,S,41
19,455,5,31,B,26
20,455,1,32,B,31
21,455,6,38,B,32
22,455,2,40,B,38
23,455,2,42,B,40
24,455,2,44,B,42
25,455,2,46,B,44
26,455,6,52,B,46
27,455,6,58,B,52
28,455,6,60,S,58
29,455,3,63,B,60
30,455,3,66,B,63
31,455,4,70,B,66
32,455,5,75,B,70
33,455,4,79,B,75
34,455,3,82,B,79
35,455,6,88,B,82
36,455,3,91,B,88
37,455,5,96,B,91
38,455,1,97,B,96
39,455,3,100,B,97
0,456,4,14,L,0
1,456,1,15,B,14
2,456,1,6,S,15
3,456,4,10,B,6
4,456,3,13,B,10
5,456,1,14,B,13
6,456,4,18,B,14
7,456,5,23,B,18
8,456,1,24,B,23
9,456,4,84,L,24
10,456,6,90,B,84
11,456,6,96,B,90
12,456,5,100,B,96
0,457,4,14,L,0
1,457,3,17,B,14
2,457,2,19,B,17
3,457,6,25,B,19
4,457,5,30,B,25
5,457,1,31,B,30
6,457,4,35,B,31
7,457,4,39,B,35
8,457,2,41,B,39
9,457,3,44,B,41
10,457,2,46,B,44
11,457,6,52,B,46
12,457,5,57,B,52
13,457,4,61,B,57
14,457,6,67,B,61
15,457,1,68,B,67
16,457,4,72,B,68
17,457,1,73,B,72
18,457,1,74,B,73
19,457,1,75,B,74
20,457,1,76,B,75
21,457,6,82,B,76
22,457,3,85,B,82
23,457,5,90,B,85
24,457,5,75,S,90
25,457,2,77,B,75
26,457,3,100,L,77
0,458,4,14,L,0
1,458,5,19,B,14
2,458,6,25,B,19
3,458,3,84,L,25
4,458,1,85,B,84
5,458,3,88,B,85
6,458,4,92,B,88
7,458,1,73,S,92
8,458,3,76,B,73
9,458,6,82,B,76
10,458,4,86,B,82
11,458,2,88,B,86
12,458,3,91,B,88
13,458,6,97,B,91
14,458,6,100,B,97
0,459,4,14,L,0
1,459,6,20,B,14
2,459,1,42,L,20
3,459,6,48,B,42
4,459,5,53,B,48
5,459,4,57,B,53
6,459,5,19,S,57
7,459,1,20,B,19
8,459,4,24,B,20
9,459,6,30,B,24
10,459,2,32,B,30
11,459,5,37,B,32
12,459,3,40,B,37
13,459,1,41,B,40
14,459,1,42,B,41
15,459,2,44,B,42
16,459,1,45,B,44
17,459,3,48,B,45
18,459,1,11,S,48
19,459,6,17,B,11
20,459,3,20,B,17
21,459,2,22,B,20
22,459,2,24,B,22
23,459,4,84,L,24
24,459,1,85,B,84
25,459,3,88,B,85
26,459,4,92,B,88
27,459,4,96,B,92
28,459,4,100,B,96
0,460,2,2,B,0
1,460,3,5,B,2
2,460,4,31,L,5
3,460,1,32,B,31
4,460,5,37,B,32
5,460,3,40,B,37
6,460,3,43,B,40
7,460,3,46,B,43
8,460,2,48,B,46
9,460,5,53,B,48
10,460,3,53,S,53
11,460,1,54,B,53
12,460,5,59,B,54
13,460,5,60,S,59
14,460,1,61,B,60
15,460,3,60,S,61
16,460,1,61,B,60
17,460,6,67,B,61
18,460,4,81,L,67
19,460,3,84,B,81
20,460,2,86,B,84
21,460,3,89,B,86
22,460,5,94,B,89
23,460,3,97,B,94
24,460,5,100,B,97
0,461,2,2,B,0
1,461,4,6,B,2
2,461,4,10,B,6
3,461,3,13,B,10
4,461,2,15,B,13
5,461,6,42,L,15
6,461,6,48,B,42
7,461,1,11,S,48
8,461,3,14,B,11
9,461,5,19,B,14
10,461,1,20,B,19
11,461,6,26,B,20
12,461,6,32,B,26
13,461,5,37,B,32
14,461,1,38,B,37
15,461,3,41,B,38
16,461,3,44,B,41
17,461,4,48,B,44
18,461,6,54,B,48
19,461,4,58,B,54
20,461,2,60,B,58
21,461,3,63,B,60
22,461,3,66,B,63
23,461,3,69,B,66
24,461,2,81,L,69
25,461,5,86,B,81
26,461,4,90,B,86
27,461,5,75,S,90
28,461,4,79,B,75
29,461,3,82,B,79
30,461,5,24,S,82
31,461,6,30,B,24
32,461,4,34,B,30
33,461,3,37,B,34
34,461,6,43,B,37
35,461,4,26,S,43
36,461,6,32,B,26
37,461,5,37,B,32
38,461,5,42,B,37
39,461,1,43,B,42
40,461,3,46,B,43
41,461,3,11,S,46
42,461,2,13,B,11
43,461,6,19,B,13
44,461,3,22,B,19
45,461,4,26,B,22
46,461,4,30,B,26
47,461,1,31,B,30
48,461,4,35,B,31
49,461,1,44,L,35
50,461,4,48,B,44
51,461,2,50,B,48
52,461,6,53,S,50
53,461,5,58,B,53
54,461,6,60,S,58
55,461,5,65,B,60
56,461,6,81,L,65
57,461,6,24,S,81
58,461,4,84,L,24
59,461,4,88,B,84
60,461,1,89,B,88
61,461,4,73,S,89
62,461,5,78,B,73
63,461,5,83,B,78
64,461,3,86,B,83
65,461,1,24,S,86
66,461,4,84,L,24
67,461,6,90,B,84
68,461,2,92,B,90
69,461,4,96,B,92
70,461,5,100,B,96
0,462,6,6,B,0
1,462,1,7,B,6
2,462,2,31,L,7
3,462,1,32,B,31
4,462,4,44,L,32
5,462,6,50,B,44
6,462,5,55,B,50
7,462,5,60,B,55
8,462,5,65,B,60
9,462,4,69,B,65
10,462,6,75,B,69
11,462,6,81,B,75
12,462,5,86,B,81
13,462,5,91,B,86
14,462,5,96,B,91
15,462,2,78,S,96
16,462,6,84,B,78
17,462,3,24,S,84
18,462,6,30,B,24
19,462,1,31,B,30
20,462,3,34,B,31
21,462,2,44,L,34
22,462,5,11,S,44
23,462,2,13,B,11
24,462,3,6,S,13
25,462,5,11,B,6
26,462,2,13,B,11
27,462,4,17,B,13
28,462,1,18,B,17
29,462,1,19,B,18
30,462,2,42,L,19
31,462,4,46,B,42
32,462,4,50,B,46
33,462,6,53,S,50
34,462,2,55,B,53
35,462,5,60,B,55
36,462,6,66,B,60
37,462,6,72,B,66
38,462,1,73,B,72
39,462,1,74,B,73
40,462,3,77,B,74
41,462,6,83,B,77
42,462,4,24,S,83
43,462,2,26,B,24
44,462,4,30,B,26
45,462,3,33,B,30
46,462,5,38,B,33
47,462,2,40,B,38
48,462,6,46,B,40
49,462,3,11,S,46
50,462,5,6,S,11
51,462,1,7,B,6
52,462,1,8,B,7
53,462,2,10,B,8
54,462,4,14,B,10
55,462,3,17,B,14
56,462,5,22,B,17
57,462,5,27,B,22
58,462,1,84,L,27
59,462,2,86,B,84
60,462,3,89,B,86
61,462,3,92,B,89
62,462,2,94,B,92
63,462,5,99,B,94
64,462,4,100,B,99
0,463,6,6,B,0
1,463,5,11,B,6
2,463,4,15,B,11
3,463,6,42,L,15
4,463,2,44,B,42
5,463,3,26,S,44
6,463,4,30,B,26
7,463,6,44,L,30
8,463,2,46,B,44
9,463,6,52,B,46
10,463,2,54,B,52
11,463,1,55,B,54
12,463,5,60,B,55
13,463,1,61,B,60
14,463,6,67,B,61
15,463,4,81,L,67
16,463,1,82,B,81
17,463,6,88,B,82
18,463,6,94,B,88
19,463,2,96,B,94
20,463,6,100,B,96
0,464,1,38,L,0
1,464,6,44,B,38
2,464,2,46,B,44
3,464,1,26,S,46
4,464,3,29,B,26
5,464,4,33,B,29
6,464,5,38,B,33
7,464,3,41,B,38
8,464,3,44,B,41
9,464,6,50,B,44
10,464,6,53,S,50
11,464,1,54,B,53
12,464,4,58,B,54
13,464,5,63,B,58
14,464,3,66,B,63
15,464,6,72,B,66
16,464,4,76,B,72
17,464,3,79,B,76
18,464,6,85,B,79
19,464,2,24,S,85
20,464,2,26,B,24
21,464,4,30,B,26
22,464,1,31,B,30
23,464,6,37,B,31
24,464,4,41,B,37
25,464,4,45,B,41
26,464,3,48,B,45
27,464,2,50,B,48
28,464,4,54,B,50
29,464,2,53,S,54
30,464,3,53,S,53
31,464,2,55,B,53
32,464,5,60,B,55
33,464,3,63,B,60
34,464,6,69,B,63
35,464,6,75,B,69
36,464,2,77,B,75
37,464,1,78,B,77
38,464,4,82,B,78
39,464,1,83,B,82
40,464,6,89,B,83
41,464,6,75,S,89
42,464,4,79,B,75
43,464,1,100,L,79
0,465,1,38,L,0
1,465,3,41,B,38
2,465,1,42,B,41
3,465,1,43,B,42
4,465,3,46,B,43
5,465,2,48,B,46
6,465,6,54,B,48
7,465,5,59,B,54
8,465,4,63,B,59
9,465,2,65,B,63
10,465,4,69,B,65
11,465,2,81,L,69
12,465,6,24,S,81
13,465,4,84,L,24
14,465,1,85,B,84
15,465,3,88,B,85
16,465,5,73,S,88
17,465,3,76,B,73
18,465,3,79,B,76
19,465,1,100,L,79
0,466,5,5,B,0
1,466,4,31,L,5
2,466,4,35,B,31
3,466,1,44,L,35
4,466,1,45,B,44
5,466,3,48,B,45
6,466,6,54,B,48
7,466,4,58,B,54
8,466,4,19,S,58
9,466,5,24,B,19
10,466,2,26,B,24
11,466,2,84,L,26
12,466,2,86,B,84
13,466,2,88,B,86
14,466,2,90,B,88
15,466,6,96,B,90
16,466,3,99,B,96
17,466,6,100,B,99
0,467,4,14,L,0
1,467,5,19,B,14
2,467,6,25,B,19
3,467,4,29,B,25
4,467,3,32,B,29
5,467,2,34,B,32
6,467,6,40,B,34
7,467,5,45,B,40
8,467,4,11,S,45
9,467,4,15,B,11
10,467,1,6,S,15
11,467,6,12,B,6
12,467,4,6,S,12
13,467,6,12,B,6
14,467,3,15,B,12
15,467,5,20,B,15
16,467,2,22,B,20
17,467,6,84,L,22
18,467,1,85,B,84
19,467,5,90,B,85
20,467,3,73,S,90
21,467,1,74,B,73
22,467,3,77,B,74
23,467,2,79,B,77
24,467,2,81,B,79
25,467,4,85,B,81
26,467,4,89,B,85
27,467,5,94,B,89
28,467,2,96,B,94
29,467,3,99,B,96
30,467,5,100,B,99
0,468,2,2,B,0
1,468,4,6,B,2
2,468,5,11,B,6
3,468,6,17,B,11
4,468,4,42,L,17
5,468,5,26,S,42
6,468,4,30,B,26
7,468,3,33,B,30
8,468,3,44,L,33
9,468,1,45,B,44
10,468,6,67,L,45
11,468,5,72,B,67
12,468,3,75,B,72
13,468,4,79,B,75
14,468,6,85,B,79
15,468,3,88,B,85
16,468,2,90,B,88
17,468,6,96,B,90
18,468,6,100,B,96
0,469,2,2,B,0
1,469,6,8,B,2
2,469,5,13,B,8
3,469,6,19,B,13
4,469,4,23,B,19
5,469,5,84,L,23
6,469,3,24,S,84
7,469,3,27,B,24
8,469,5,32,B,27
9,469,2,34,B,32
10,469,2,44,L,34
11,469,1,45,B,44
12,469,4,11,S,45
13,469,5,6,S,11
14,469,2,8,B,6
15,469,1,31,L,8
16,469,6,37,B,31
17,469,2,39,B,37
18,469,4,43,B,39
19,469,6,11,S,43
20,469,6,17,B,11
21,469,5,22,B,17
22,469,3,25,B,22
23,469,2,27,B,25
24,469,6,33,B,27
25,469,1,34,B,33
26,469,5,39,B,34
27,469,2,41,B,39
28,469,2,43,B,41
29,469,5,48,B,43
30,469,5,53,B,48
31,469,2,55,B,53
32,469,2,57,B,55
33,469,6,63,B,57
34,469,4,67,B,63
35,469,3,70,B,67
36,469,2,72,B,70
37,469,4,76,B,72
38,469,5,81,B,76
39,469,5,86,B,81
40,469,1,24,S,86
41,469,2,26,B,24
42,469,2,84,L,26
43,469,1,85,B,84
44,469,2,24,S,85
45,469,2,26,B,24
46,469,3,29,B,26
47,469,2,31,B,29
48,469,6,37,B,31
49,469,2,39,B,37
50,469,2,41,B,39
51,469,5,46,B,41
52,469,1,26,S,46
53,469,5,31,B,26
54,469,2,33,B,31
55,469,5,38,B,33
56,469,4,42,B,38
57,469,5,26,S,42
58,469,3,29,B,26
59,469,6,35,B,29
60,469,3,38,B,35
61,469,3,41,B,38
62,469,3,44,B,41
63,469,2,46,B,44
64,469,4,50,B,46
65,469,6,53,S,50
66,469,6,59,B,53
67,469,3,19,S,59
68,469,1,20,B,19
69,469,4,24,B,20
70,469,6,30,B,24
71,469,5,35,B,30
72,469,6,41,B,35
73,469,5,46,B,41
74,469,5,67,L,46
75,469,1,68,B,67
76,469,1,69,B,68
77,469,3,72,B,69
78,469,1,73,B,72
79,469,5,78,B,73
80,469,2,100,L,78
0,470,6,6,B,0
1,470,5,11,B,6
2,470,4,15,B,11
3,470,1,6,S,15
4,470,6,12,B,6
5,470,3,15,B,12
6,470,1,6,S,15
7,470,5,11,B,6
8,470,1,12,B,11
9,470,2,14,B,12
10,470,2,6,S,14
11,470,6,12,B,6
12,470,4,6,S,12
13,470,4,10,B,6
14,470,6,6,S,10
15,470,5,11,B,6
16,470,4,15,B,11
17,470,4,19,B,15
18,470,6,25,B,19
19,470,5,30,B,25
20,470,1,31,B,30
21,470,1,32,B,31
22,470,2,34,B,32
23,470,2,44,L,34
24,470,6,50,B,44
25,470,1,67,L,50
26,470,2,69,B,67
27,470,6,75,B,69
28,470,4,79,B,75
29,470,3,82,B,79
30,470,1,83,B,82
31,470,6,89,B,83
32,470,2,91,B,89
33,470,2,73,S,91
34,470,3,76,B,73
35,470,3,79,B,76
36,470,5,84,B,79
37,470,2,86,B,84
38,470,4,90,B,86
39,470,2,92,B,90
40,470,2,94,B,92
41,470,4,78,S,94
42,470,1,79,B,78
43,470,3,82,B,79
44,470,6,88,B,82
45,470,1,89,B,88
46,470,3,92,B,89
47,470,4,96,B,92
48,470,3,99,B,96
49,470,2,100,B,99
0,471,5,5,B,0
1,471,4,31,L,5
2,471,4,35,B,31
3,471,1,44,L,35
4,471,6,50,B,44
5,471,5,55,B,50
6,471,3,58,B,55
7,471,6,60,S,58
8,471,5,65,B,60
9,471,4,69,B,65
10,471,4,73,B,69
11,471,5,78,B,73
12,471,3,81,B,78
13,471,4,85,B,81
14,471,2,24,S,85
15,471,5,29,B,24
16,471,4,33,B,29
17,471,1,34,B,33
18,471,3,37,B,34
19,471,4,41,B,37
20,471,5,46,B,41
21,471,3,11,S,46
22,471,6,17,B,11
23,471,1,18,B,17
24,471,5,23,B,18
25,471,6,29,B,23
26,471,4,33,B,29
27,471,5,38,B,33
28,471,6,44,B,38
29,471,3,26,S,44
30,471,6,32,B,26
31,471,3,35,B,32
32,471,4,39,B,35
33,471,1,40,B,39
34,471,2,42,B,40
35,471,1,43,B,42
36,471,6,11,S,43
37,471,2,13,B,11
38,471,1,14,B,13
39,471,2,6,S,14
40,471,1,7,B,6
41,471,4,11,B,7
42,471,5,6,S,11
43,471,2,8,B,6
44,471,2,10,B,8
45,471,5,15,B,10
46,471,3,18,B,15
47,471,6,24,B,18
48,471,1,25,B,24
49,471,4,29,B,25
50,471,5,34,B,29
51,471,5,39,B,34
52,471,5,44,B,39
53,471,3,26,S,44
54,471,6,32,B,26
55,471,5,37,B,32
56,471,2,39,B,37
57,471,2,41,B,39
58,471,1,42,B,41
59,471,4,46,B,42
60,471,4,50,B,46
61,471,6,53,S,50
62,471,3,53,S,53
63,471,2,55,B,53
64,471,5,60,B,55
