,n,die,end,kind,start
3,745,3,14,B,11
4,745,3,17,B,14
5,745,5,22,B,17
6,745,5,27,B,22
7,745,2,29,B,27
8,745,2,31,B,29
9,745,1,46,L,31
10,745,2,48,B,46
11,745,2,50,B,48
12,745,6,56,B,50
13,745,1,57,B,56
14,745,4,61,B,57
15,745,2,63,B,61
16,745,5,65,S,63
17,745,1,71,L,65
18,745,4,75,B,71
19,745,2,77,B,75
20,745,4,81,B,77
21,745,1,45,S,81
22,745,5,50,B,45
23,745,1,51,B,50
24,745,4,55,B,51
25,745,3,58,B,55
26,745,4,62,B,58
27,745,3,65,B,62
28,745,5,70,B,65
29,745,1,71,B,70
30,745,6,77,B,71
31,745,1,78,B,77
32,745,4,45,S,78
33,745,3,48,B,45
34,745,3,51,B,48
35,745,1,28,S,51
36,745,1,29,B,28
37,745,3,46,L,29
38,745,3,49,B,46
39,745,6,55,B,49
40,745,1,56,B,55
41,745,5,61,B,56
42,745,6,67,B,61
43,745,2,69,B,67
44,745,3,72,B,69
45,745,2,51,S,72
46,745,6,57,B,51
47,745,3,60,B,57
48,745,1,61,B,60
49,745,5,71,L,61
50,745,2,73,B,71
51,745,3,76,B,73
52,745,1,77,B,76
53,745,4,81,B,77
54,745,5,86,B,81
55,745,2,88,B,86
56,745,5,93,B,88
57,745,5,75,S,93
58,745,1,76,B,75
59,745,4,80,B,76
60,745,1,81,B,80
61,745,2,83,B,81
62,745,3,86,B,83
63,745,2,88,B,86
64,745,1,96,L,88
65,745,3,99,B,96
66,745,3,100,B,99
0,746,6,4,S,0
1,746,3,7,B,4
2,746,4,11,B,7
3,746,3,14,B,11
4,746,3,17,B,14
5,746,2,53,L,17
6,746,6,83,L,53
7,746,4,87,B,83
8,746,1,88,B,87
9,746,1,96,L,88
10,746,2,75,S,96
11,746,2,77,B,75
12,746,1,78,B,77
13,746,5,83,B,78
14,746,5,88,B,83
15,746,3,91,B,88
16,746,6,97,B,91
17,746,1,75,S,97
18,746,4,90,L,75
19,746,4,95,L,90
20,746,4,99,B,95
21,746,2,100,B,99
0,747,6,4,S,0
1,747,2,4,S,4
2,747,1,5,B,4
3,747,6,11,B,5
4,747,6,17,B,11
5,747,4,48,L,17
6,747,1,49,B,48
7,747,4,53,B,49
8,747,3,56,B,53
9,747,2,58,B,56
10,747,2,60,B,58
11,747,3,63,B,60
12,747,6,69,B,63
13,747,6,75,B,69
14,747,5,80,B,75
15,747,2,45,S,80
16,747,2,47,B,45
17,747,2,49,B,47
18,747,5,54,B,49
19,747,4,58,B,54
20,747,6,64,B,58
21,747,2,71,L,64
22,747,6,77,B,71
23,747,4,81,B,77
24,747,4,85,B,81
25,747,3,88,B,85
26,747,4,92,B,88
27,747,5,97,B,92
28,747,6,100,B,97
0,748,3,3,B,0
1,748,3,4,S,3
2,748,5,9,B,4
3,748,3,12,B,9
4,748,3,15,B,12
5,748,5,18,S,15
6,748,1,53,L,18
7,748,5,58,B,53
8,748,1,83,L,58
9,748,5,88,B,83
10,748,2,90,B,88
11,748,6,96,B,90
12,748,4,100,B,96
0,749,6,4,S,0
1,749,6,7,S,4
2,749,1,8,B,7
3,749,1,9,B,8
4,749,1,7,S,9
5,749,4,11,B,7
6,749,4,15,B,11
7,749,5,18,S,15
8,749,5,23,B,18
9,749,3,26,B,23
10,749,3,29,B,26
11,749,3,46,L,29
12,749,1,47,B,46
13,749,2,49,B,47
14,749,6,55,B,49
15,749,1,56,B,55
16,749,5,61,B,56
17,749,2,63,B,61
18,749,1,64,B,63
19,749,3,67,B,64
20,749,1,65,S,67
21,749,2,67,B,65
22,749,4,71,B,67
23,749,2,73,B,71
24,749,2,75,B,73
25,749,6,81,B,75
26,749,3,84,B,81
27,749,1,85,B,84
28,749,1,86,B,85
29,749,1,87,B,86
30,749,5,92,B,87
31,749,5,97,B,92
32,749,5,100,B,97
0,750,4,4,B,0
1,750,4,8,B,4
2,750,2,7,S,8
3,750,1,8,B,7
4,750,1,9,B,8
5,750,6,15,B,9
6,750,6,48,L,15
7,750,2,50,B,48
8,750,3,53,B,50
9,750,4,57,B,53
10,750,5,62,B,57
11,750,3,65,B,62
12,750,2,67,B,65
13,750,6,73,B,67
14,750,4,77,B,73
15,750,4,81,B,77
16,750,2,83,B,81
17,750,3,86,B,83
18,750,2,88,B,86
19,750,2,90,B,88
20,750,2,92,B,90
21,750,1,93,B,92
22,750,6,99,B,93
23,750,1,100,B,99
0,751,4,4,B,0
1,751,1,5,B,4
2,751,2,7,B,5
3,751,1,8,B,7
4,751,5,13,B,8
5,751,5,18,B,13
6,751,4,22,B,18
7,751,3,25,B,22
8,751,4,29,B,25
9,751,4,33,B,29
10,751,1,34,B,33
11,751,1,35,B,34
12,751,4,39,B,35
13,751,2,41,B,39
14,751,3,8,S,41
15,751,3,11,B,8
16,751,1,12,B,11
17,751,6,18,B,12
18,751,6,24,B,18
19,751,5,29,B,24
20,751,5,34,B,29
21,751,3,37,B,34
22,751,2,39,B,37
23,751,6,45,B,39
24,751,2,47,B,45
25,751,3,50,B,47
26,751,4,54,B,50
27,751,1,55,B,54
28,751,5,60,B,55
29,751,5,65,B,60
30,751,6,71,B,65
31,751,1,72,B,71
32,751,6,78,B,72
33,751,1,90,L,78
34,751,5,95,B,90
35,751,1,96,B,95
36,751,5,100,B,96
0,752,6,4,S,0
1,752,4,8,B,4
2,752,1,9,B,8
3,752,6,15,B,9
4,752,1,16,B,15
5,752,2,18,B,16
6,752,6,24,B,18
7,752,5,29,B,24
8,752,2,31,B,29
9,752,2,33,B,31
10,752,4,37,B,33
11,752,3,40,B,37
12,752,5,45,B,40
13,752,4,49,B,45
14,752,4,53,B,49
15,752,1,54,B,53
16,752,1,55,B,54
17,752,3,58,B,55
18,752,3,61,B,58
19,752,2,63,B,61
20,752,5,65,S,63
21,752,1,71,L,65
22,752,1,72,B,71
23,752,4,76,B,72
24,752,4,80,B,76
25,752,4,84,B,80
26,752,5,96,L,84
27,752,4,100,B,96
0,753,4,4,B,0
1,753,3,7,B,4
2,753,3,7,S,7
3,753,2,9,B,7
4,753,4,13,B,9
5,753,3,16,B,13
6,753,5,48,L,16
7,753,4,28,S,48
8,753,2,30,B,28
9,753,6,36,B,30
10,753,3,39,B,36
11,753,1,40,B,39
12,753,1,41,B,40
13,753,5,46,B,41
14,753,3,49,B,46
15,753,3,28,S,49
16,753,6,34,B,28
17,753,5,39,B,34
18,753,3,42,B,39
19,753,3,45,B,42
20,753,1,46,B,45
21,753,2,48,B,46
22,753,4,28,S,48
23,753,4,46,L,28
24,753,2,48,B,46
25,753,6,54,B,48
26,753,1,55,B,54
27,753,2,57,B,55
28,753,1,58,B,57
29,753,5,63,B,58
30,753,3,71,L,63
31,753,5,76,B,71
32,753,3,90,L,76
33,753,2,92,B,90
34,753,4,96,B,92
35,753,4,100,B,96
0,754,5,5,B,0
1,754,2,7,B,5
2,754,5,12,B,7
3,754,4,16,B,12
4,754,2,18,B,16
5,754,4,22,B,18
6,754,1,23,B,22
7,754,3,26,B,23
8,754,1,27,B,26
9,754,1,28,B,27
10,754,6,34,B,28
11,754,4,13,S,34
12,754,2,15,B,13
13,754,5,18,S,15
14,754,6,24,B,18
15,754,6,30,B,24
16,754,2,46,L,30
17,754,3,49,B,46
18,754,3,28,S,49
19,754,6,34,B,28
20,754,1,35,B,34
21,754,4,39,B,35
22,754,6,45,B,39
23,754,5,50,B,45
24,754,3,53,B,50
25,754,5,58,B,53
26,754,2,60,B,58
27,754,3,63,B,60
28,754,3,71,L,63
29,754,2,73,B,71
30,754,4,77,B,73
31,754,3,80,B,77
32,754,2,45,S,80
33,754,6,51,B,45
34,754,6,57,B,51
35,754,1,58,B,57
36,754,6,64,B,58
37,754,4,65,S,64
38,754,1,71,L,65
39,754,6,77,B,71
40,754,1,78,B,77
41,754,1,90,L,78
42,754,1,91,B,90
43,754,1,92,B,91
44,754,3,95,B,92
45,754,1,96,B,95
46,754,6,100,B,96
0,755,3,3,B,0
1,755,3,4,S,3
2,755,2,4,S,4
3,755,6,7,S,4
4,755,2,9,B,7
5,755,6,15,B,9
6,755,5,18,S,15
7,755,4,22,B,18
8,755,2,24,B,22
9,755,6,30,B,24
10,755,2,46,L,30
11,755,1,47,B,46
12,755,1,48,B,47
13,755,4,28,S,48
14,755,5,33,B,28
15,755,1,34,B,33
16,755,1,35,B,34
17,755,3,13,S,35
18,755,5,18,B,13
19,755,2,18,S,18
20,755,6,24,B,18
21,755,2,26,B,24
22,755,2,28,B,26
23,755,5,33,B,28
24,755,6,39,B,33
25,755,2,41,B,39
26,755,2,50,L,41
27,755,6,56,B,50
28,755,6,62,B,56
29,755,5,67,B,62
30,755,2,69,B,67
31,755,5,51,S,69
32,755,5,56,B,51
33,755,4,60,B,56
34,755,6,71,L,60
35,755,1,72,B,71
36,755,2,51,S,72
37,755,1,28,S,51
38,755,3,31,B,28
39,755,3,34,B,31
40,755,4,13,S,34
41,755,5,18,B,13
42,755,5,23,B,18
43,755,4,27,B,23
44,755,6,33,B,27
45,755,4,37,B,33
46,755,4,41,B,37
47,755,6,47,B,41
48,755,6,53,B,47
49,755,3,56,B,53
50,755,1,57,B,56
51,755,3,60,B,57
52,755,5,65,B,60
53,755,3,65,S,65
54,755,5,70,B,65
55,755,4,51,S,70
56,755,3,54,B,51
57,755,4,58,B,54
58,755,5,63,B,58
59,755,6,69,B,63
60,755,2,71,B,69
61,755,3,51,S,71
62,755,2,53,B,51
63,755,1,54,B,53
64,755,2,56,B,54
65,755,1,57,B,56
66,755,5,62,B,57
67,755,2,64,B,62
68,755,6,70,B,64
69,755,5,75,B,70
70,755,1,76,B,75
71,755,3,90,L,76
72,755,4,95,L,90
73,755,5,100,B,95
0,756,2,25,L,0
1,756,2,27,B,25
2,756,1,28,B,27
3,756,5,33,B,28
4,756,5,13,S,33
5,756,3,16,B,13
6,756,3,53,L,16
7,756,5,58,B,53
8,756,4,62,B,58
9,756,6,65,S,62
10,756,4,69,B,65
11,756,6,75,B,69
12,756,3,78,B,75
13,756,2,80,B,78
14,756,4,84,B,80
15,756,4,88,B,84
16,756,6,95,L,88
17,756,2,97,B,95
18,756,2,99,B,97
19,756,3,100,B,99
0,757,6,4,S,0
1,757,5,9,B,4
2,757,5,14,B,9
3,757,5,53,L,14
4,757,3,56,B,53
5,757,5,61,B,56
6,757,3,64,B,61
7,757,1,65,B,64
8,757,1,71,L,65
9,757,2,73,B,71
10,757,6,90,L,73
11,757,3,93,B,90
12,757,2,95,B,93
13,757,3,75,S,95
14,757,2,77,B,75
15,757,4,81,B,77
16,757,5,86,B,81
17,757,2,88,B,86
18,757,3,91,B,88
19,757,6,97,B,91
20,757,2,99,B,97
21,757,2,100,B,99
0,758,4,4,B,0
1,758,3,7,B,4
2,758,2,9,B,7
3,758,1,7,S,9
4,758,2,9,B,7
5,758,6,15,B,9
6,758,2,17,B,15
7,758,2,53,L,17
8,758,5,58,B,53
9,758,5,63,B,58
10,758,6,69,B,63
11,758,4,73,B,69
12,758,2,75,B,73
13,758,1,76,B,75
14,758,5,81,B,76
15,758,1,45,S,81
16,758,4,49,B,45
17,758,2,51,B,49
18,758,1,28,S,51
19,758,5,33,B,28
20,758,4,37,B,33
21,758,1,13,S,37
22,758,2,15,B,13
23,758,4,53,L,15
24,758,1,54,B,53
25,758,1,55,B,54
26,758,3,58,B,55
27,758,6,64,B,58
28,758,6,70,B,64
29,758,3,73,B,70
30,758,6,90,L,73
31,758,6,96,B,90
32,758,4,100,B,96
0,759,3,3,B,0
1,759,1,4,B,3
2,759,2,4,S,4
3,759,5,9,B,4
4,759,4,13,B,9
5,759,1,14,B,13
6,759,3,17,B,14
7,759,6,23,B,17
8,759,6,29,B,23
9,759,2,31,B,29
10,759,1,46,L,31
11,759,6,28,S,46
12,759,6,34,B,28
13,759,4,13,S,34
14,759,4,17,B,13
15,759,5,22,B,17
16,759,2,24,B,22
17,759,2,26,B,24
18,759,1,27,B,26
19,759,5,46,L,27
20,759,2,48,B,46
21,759,6,54,B,48
22,759,1,55,B,54
23,759,2,57,B,55
24,759,3,60,B,57
25,759,6,71,L,60
26,759,6,77,B,71
27,759,3,80,B,77
28,759,6,86,B,80
29,759,4,90,B,86
30,759,6,96,B,90
31,759,1,97,B,96
32,759,2,99,B,97
33,759,1,100,B,99
0,760,6,4,S,0
1,760,6,7,S,4
2,760,5,12,B,7
3,760,6,18,B,12
4,760,4,22,B,18
5,760,5,27,B,22
6,760,5,46,L,27
7,760,5,51,B,46
8,760,3,54,B,51
9,760,1,55,B,54
10,760,5,60,B,55
11,760,2,62,B,60
12,760,4,71,L,62
13,760,4,75,B,71
14,760,2,77,B,75
15,760,3,80,B,77
16,760,6,86,B,80
17,760,6,92,B,86
18,760,1,93,B,92
19,760,5,75,S,93
20,760,5,80,B,75
21,760,2,45,S,80
22,760,1,46,B,45
23,760,2,48,B,46
24,760,6,54,B,48
25,760,6,60,B,54
26,760,5,65,B,60
27,760,3,65,S,65
28,760,3,65,S,65
29,760,6,71,B,65
30,760,6,77,B,71
31,760,3,80,B,77
32,760,6,86,B,80
33,760,2,88,B,86
34,760,2,90,B,88
35,760,1,91,B,90
36,760,5,96,B,91
37,760,2,75,S,96
38,760,5,80,B,75
39,760,5,85,B,80
40,760,6,91,B,85
41,760,2,93,B,91
42,760,4,97,B,93
43,760,4,100,B,97
0,761,4,4,B,0
1,761,2,4,S,4
2,761,4,8,B,4
3,761,2,7,S,8
4,761,4,11,B,7
5,761,5,16,B,11
6,761,4,18,S,16
7,761,2,18,S,18
8,761,5,23,B,18
9,761,6,29,B,23
10,761,1,30,B,29
11,761,3,33,B,30
12,761,3,36,B,33
13,761,1,37,B,36
14,761,3,40,B,37
15,761,6,46,B,40
16,761,2,48,B,46
17,761,3,51,B,48
18,761,4,55,B,51
19,761,5,60,B,55
20,761,2,62,B,60
21,761,5,67,B,62
22,761,5,72,B,67
23,761,1,73,B,72
24,761,4,77,B,73
25,761,6,83,B,77
26,761,3,86,B,83
27,761,1,87,B,86
28,761,5,92,B,87
29,761,4,96,B,92
30,761,5,100,B,96
0,762,1,1,B,0
1,762,3,4,B,1
2,762,2,4,S,4
3,762,3,7,B,4
4,762,3,7,S,7
5,762,1,8,B,7
6,762,2,7,S,8
7,762,3,7,S,7
8,762,2,9,B,7
9,762,4,13,B,9
10,762,2,15,B,13
11,762,3,18,B,15
12,762,3,48,L,18
13,762,4,28,S,48
14,762,6,34,B,28
15,762,1,35,B,34
16,762,6,41,B,35
17,762,4,45,B,41
18,762,6,51,B,45
19,762,4,55,B,51
20,762,6,61,B,55
21,762,3,64,B,61
22,762,6,70,B,64
23,762,4,51,S,70
24,762,6,57,B,51
25,762,4,61,B,57
26,762,1,62,B,61
27,762,5,67,B,62
28,762,3,70,B,67
29,762,6,76,B,70
30,762,2,78,B,76
31,762,3,81,B,78
32,762,2,83,B,81
33,762,2,85,B,83
34,762,1,86,B,85
35,762,3,96,L,86
36,762,1,97,B,96
37,762,3,100,B,97
0,763,3,3,B,0
1,763,2,5,B,3
2,763,3,8,B,5
3,763,3,11,B,8
4,763,6,17,B,11
5,763,3,18,S,17
6,763,4,22,B,18
7,763,1,23,B,22
8,763,5,28,B,23
9,763,4,46,L,28
10,763,5,51,B,46
11,763,6,57,B,51
12,763,2,83,L,57
13,763,3,86,B,83
14,763,5,91,B,86
15,763,2,93,B,91
16,763,3,96,B,93
17,763,6,100,B,96
0,764,3,3,B,0
1,764,6,9,B,3
2,764,1,7,S,9
3,764,4,11,B,7
4,764,5,16,B,11
5,764,3,53,L,16
6,764,4,57,B,53
7,764,1,58,B,57
8,764,3,61,B,58
9,764,2,63,B,61
10,764,2,65,B,63
11,764,4,69,B,65
12,764,6,75,B,69
13,764,5,80,B,75
14,764,1,81,B,80
15,764,2,83,B,81
16,764,4,87,B,83
17,764,5,92,B,87
18,764,3,95,B,92
19,764,6,100,B,95
0,765,6,4,S,0
1,765,1,5,B,4
2,765,6,11,B,5
3,765,3,14,B,11
4,765,6,18,S,14
5,765,5,23,B,18
6,765,2,25,B,23
7,765,2,27,B,25
8,765,6,33,B,27
9,765,5,13,S,33
10,765,5,18,B,13
11,765,4,22,B,18
12,765,5,27,B,22
13,765,5,46,L,27
14,765,2,48,B,46
15,765,3,51,B,48
16,765,2,53,B,51
17,765,1,54,B,53
18,765,4,58,B,54
19,765,6,64,B,58
20,765,1,65,B,64
21,765,4,69,B,65
22,765,6,75,B,69
23,765,2,77,B,75
24,765,6,83,B,77
25,765,5,88,B,83
26,765,2,90,B,88
27,765,1,91,B,90
28,765,5,96,B,91
29,765,1,97,B,96
30,765,5,100,B,97
0,766,2,25,L,0
1,766,5,30,B,25
2,766,1,31,B,30
3,766,1,46,L,31
4,766,2,48,B,46
5,766,2,50,B,48
6,766,4,54,B,50
7,766,2,56,B,54
8,766,4,60,B,56
9,766,2,62,B,60
10,766,5,67,B,62
11,766,5,72,B,67
12,766,1,73,B,72
13,766,6,90,L,73
14,766,6,96,B,90
15,766,6,100,B,96
0,767,6,4,S,0
1,767,2,4,S,4
2,767,2,4,S,4
3,767,5,9,B,4
4,767,6,15,B,9
5,767,5,18,S,15
6,767,3,48,L,18
7,767,2,50,B,48
8,767,4,54,B,50
9,767,5,83,L,54
10,767,1,84,B,83
11,767,6,90,B,84
12,767,6,96,B,90
13,767,6,100,B,96
0,768,5,5,B,0
1,768,2,7,B,5
2,768,4,11,B,7
3,768,1,12,B,11
4,768,2,14,B,12
5,768,6,18,S,14
6,768,5,23,B,18
7,768,3,26,B,23
8,768,4,30,B,26
9,768,2,46,L,30
10,768,6,28,S,46
11,768,5,33,B,28
12,768,6,39,B,33
13,768,1,40,B,39
14,768,5,45,B,40
15,768,4,49,B,45
16,768,6,55,B,49
17,768,5,60,B,55
18,768,6,71,L,60
19,768,2,73,B,71
20,768,2,75,B,73
21,768,2,77,B,75
22,768,4,81,B,77
23,768,5,86,B,81
24,768,5,91,B,86
25,768,4,95,B,91
26,768,1,96,B,95
27,768,5,100,B,96
0,769,2,25,L,0
1,769,3,28,B,25
2,769,6,34,B,28
3,769,5,39,B,34
4,769,5,8,S,39
5,769,2,7,S,8
6,769,1,8,B,7
7,769,5,13,B,8
8,769,5,18,B,13
9,769,4,22,B,18
10,769,6,28,B,22
11,769,5,33,B,28
12,769,5,13,S,33
13,769,2,15,B,13
14,769,5,18,S,15
15,769,5,23,B,18
16,769,2,25,B,23
17,769,6,31,B,25
18,769,5,36,B,31
19,769,1,37,B,36
20,769,5,42,B,37
21,769,5,47,B,42
22,769,2,49,B,47
23,769,4,53,B,49
24,769,6,83,L,53
25,769,5,88,B,83
26,769,1,96,L,88
27,769,6,100,B,96
0,770,6,4,S,0
1,770,1,5,B,4
2,770,1,4,S,5
3,770,2,4,S,4
4,770,5,9,B,4
5,770,4,13,B,9
6,770,4,17,B,13
7,770,1,18,B,17
8,770,2,18,S,18
9,770,3,48,L,18
10,770,2,50,B,48
11,770,5,55,B,50
12,770,3,58,B,55
13,770,5,63,B,58
14,770,2,65,B,63
15,770,4,69,B,65
16,770,5,51,S,69
17,770,1,28,S,51
18,770,5,33,B,28
19,770,3,36,B,33
20,770,1,37,B,36
21,770,4,41,B,37
22,770,4,45,B,41
23,770,2,47,B,45
24,770,5,28,S,47
25,770,6,34,B,28
26,770,3,37,B,34
27,770,5,42,B,37
28,770,4,46,B,42
29,770,4,50,B,46
30,770,3,53,B,50
31,770,1,54,B,53
32,770,2,56,B,54
33,770,3,83,L,56
34,770,1,84,B,83
35,770,5,96,L,84
36,770,1,97,B,96
37,770,6,100,B,97
0,771,4,4,B,0
1,771,3,7,B,4
2,771,5,12,B,7
3,771,2,14,B,12
4,771,5,53,L,14
5,771,1,54,B,53
6,771,1,55,B,54
7,771,6,61,B,55
8,771,3,64,B,61
9,771,2,71,L,64
10,771,5,76,B,71
11,771,4,80,B,76
12,771,1,81,B,80
13,771,3,84,B,81
14,771,2,86,B,84
15,771,4,90,B,86
16,771,6,96,B,90
17,771,3,99,B,96
18,771,5,100,B,99
0,772,1,1,B,0
1,772,3,4,B,1
2,772,1,5,B,4
3,772,5,7,S,5
4,772,5,12,B,7
5,772,5,17,B,12
6,772,1,18,B,17
7,772,5,23,B,18
8,772,2,25,B,23
9,772,2,27,B,25
10,772,5,46,L,27
11,772,5,51,B,46
12,772,5,56,B,51
13,772,5,61,B,56
14,772,5,71,L,61
15,772,4,75,B,71
16,772,6,81,B,75
17,772,5,86,B,81
18,772,6,92,B,86
19,772,4,96,B,92
20,772,2,75,S,96
21,772,6,81,B,75
22,772,5,86,B,81
23,772,5,91,B,86
24,772,5,96,B,91
25,772,2,75,S,96
26,772,2,77,B,75
27,772,2,90,L,77
28,772,6,96,B,90
29,772,6,100,B,96
0,773,4,4,B,0
1,773,1,5,B,4
2,773,3,8,B,5
3,773,1,9,B,8
4,773,1,7,S,9
5,773,3,7,S,7
6,773,5,12,B,7
7,773,4,16,B,12
8,773,3,53,L,16
9,773,6,83,L,53
10,773,5,88,B,83
11,773,3,91,B,88
12,773,3,95,L,91
13,773,2,97,B,95
14,773,4,100,B,97
0,774,2,25,L,0
1,774,6,31,B,25
2,774,2,33,B,31
3,774,6,39,B,33
4,774,1,40,B,39
5,774,1,41,B,40
6,774,6,47,B,41
7,774,5,28,S,47
8,774,5,33,B,28
9,774,2,35,B,33
10,774,6,41,B,35
11,774,6,47,B,41
12,774,2,49,B,47
13,774,4,53,B,49
14,774,1,54,B,53
15,774,5,83,L,54
16,774,3,86,B,83
17,774,2,88,B,86
18,774,2,90,B,88
19,774,3,93,B,90
20,774,5,75,S,93
21,774,2,77,B,75
22,774,4,81,B,77
23,774,3,84,B,81
24,774,6,90,B,84
25,774,3,93,B,90
26,774,6,99,B,93
27,774,2,100,B,99
0,775,1,1,B,0
1,775,6,7,B,1
2,775,5,12,B,7
3,775,2,14,B,12
4,775,3,17,B,14
5,775,4,48,L,17
6,775,3,51,B,48
7,775,3,54,B,51
8,775,3,57,B,54
9,775,2,83,L,57
10,775,5,88,B,83
11,775,2,90,B,88
12,775,5,95,B,90
13,775,2,97,B,95
14,775,5,100,B,97
0,776,4,4,B,0
1,776,5,9,B,4
2,776,2,11,B,9
3,776,2,13,B,11
4,776,2,15,B,13
5,776,6,48,L,15
6,776,1,49,B,48
7,776,4,53,B,49
8,776,4,57,B,53
9,776,4,61,B,57
10,776,4,65,B,61
11,776,5,70,B,65
12,776,6,76,B,70
13,776,2,78,B,76
14,776,1,90,L,78
15,776,1,91,B,90
16,776,2,93,B,91
17,776,3,96,B,93
18,776,3,99,B,96
19,776,4,100,B,99
0,777,5,5,B,0
1,777,6,11,B,5
2,777,2,13,B,11
3,777,4,17,B,13
4,777,5,22,B,17
5,777,1,23,B,22
6,777,5,28,B,23
7,777,2,30,B,28
8,777,5,35,B,30
9,777,2,37,B,35
10,777,5,42,B,37
11,777,3,45,B,42
12,777,3,48,B,45
13,777,6,54,B,48
14,777,5,83,L,54
15,777,3,86,B,83
16,777,2,88,B,86
17,777,6,95,L,88
18,777,6,100,B,95
0,778,2,25,L,0
1,778,2,27,B,25
2,778,6,33,B,27
3,778,3,36,B,33
4,778,4,40,B,36
5,778,3,50,L,40
6,778,4,54,B,50
7,778,3,57,B,54
8,778,3,60,B,57
9,778,4,64,B,60
10,778,4,65,S,64
11,778,4,69,B,65
12,778,3,72,B,69
13,778,3,75,B,72
14,778,5,80,B,75
15,778,2,45,S,80
16,778,4,49,B,45
17,778,3,28,S,49
18,778,4,46,L,28
19,778,3,49,B,46
20,778,1,50,B,49
21,778,5,55,B,50
22,778,5,60,B,55
23,778,4,64,B,60
24,778,6,70,B,64
25,778,5,75,B,70
26,778,2,77,B,75
27,778,6,83,B,77
28,778,1,84,B,83
29,778,2,86,B,84
30,778,6,92,B,86
31,778,2,95,L,92
32,778,3,75,S,95
33,778,2,77,B,75
34,778,5,45,S,77
35,778,2,47,B,45
36,778,4,51,B,47
37,778,6,57,B,51
38,778,5,62,B,57
39,778,3,65,B,62
40,778,2,67,B,65
41,778,5,72,B,67
42,778,6,78,B,72
43,778,1,90,L,78
44,778,5,95,B,90
45,778,4,99,B,95
46,778,6,100,B,99
0,779,3,3,B,0
1,779,4,7,B,3
2,779,2,9,B,7
3,779,3,12,B,9
4,779,2,14,B,12
5,779,5,53,L,14
6,779,5,58,B,53
7,779,2,60,B,58
8,779,2,62,B,60
9,779,5,67,B,62
10,779,3,70,B,67
11,779,1,71,B,70
12,779,5,76,B,71
13,779,2,78,B,76
14,779,1,90,L,78
15,779,2,92,B,90
16,779,2,95,L,92
17,779,2,97,B,95
18,779,6,100,B,97
0,780,4,4,B,0
1,780,5,9,B,4
2,780,4,13,B,9
3,780,4,17,B,13
4,780,4,48,L,17
5,780,3,51,B,48
6,780,5,56,B,51
7,780,1,57,B,56
8,780,5,62,B,57
9,780,4,71,L,62
10,780,1,72,B,71
11,780,3,75,B,72
12,780,1,76,B,75
13,780,3,90,L,76
14,780,2,92,B,90
15,780,5,97,B,92
16,780,1,75,S,97
17,780,6,81,B,75
18,780,6,87,B,81
19,780,6,93,B,87
20,780,6,99,B,93
21,780,4,100,B,99
0,781,5,5,B,0
1,781,3,8,B,5
2,781,1,9,B,8
3,781,5,14,B,9
4,781,5,53,L,14
5,781,5,58,B,53
6,781,4,62,B,58
7,781,4,71,L,62
8,781,5,76,B,71
9,781,5,81,B,76
10,781,2,83,B,81
11,781,2,85,B,83
12,781,3,88,B,85
13,781,3,91,B,88
14,781,5,96,B,91
15,781,5,100,B,96
0,782,6,4,S,0
1,782,6,7,S,4
2,782,2,9,B,7
3,782,3,12,B,9
4,782,2,14,B,12
5,782,2,16,B,14
6,782,3,53,L,16
7,782,3,56,B,53
8,782,5,61,B,56
9,782,3,64,B,61
10,782,1,65,B,64
11,782,2,67,B,65
12,782,2,69,B,67
13,782,4,73,B,69
14,782,3,76,B,73
15,782,2,78,B,76
16,782,4,45,S,78
17,782,6,51,B,45
18,782,2,53,B,51
19,782,6,83,L,53
20,782,3,86,B,83
21,782,6,92,B,86
22,782,3,95,B,92
23,782,6,100,B,95
0,783,3,3,B,0
1,783,4,7,B,3
2,783,2,9,B,7
3,783,1,7,S,9
4,783,1,8,B,7
5,783,5,13,B,8
6,783,5,18,B,13
7,783,5,23,B,18
8,783,1,24,B,23
9,783,3,27,B,24
10,783,1,28,B,27
11,783,3,31,B,28
12,783,6,37,B,31
13,783,6,50,L,37
14,783,5,55,B,50
15,783,6,61,B,55
16,783,1,62,B,61
17,783,1,63,B,62
18,783,2,65,B,63
19,783,1,71,L,65
20,783,5,76,B,71
21,783,4,80,B,76
22,783,6,86,B,80
23,783,6,92,B,86
24,783,2,95,L,92
25,783,6,100,B,95
0,784,6,4,S,0
1,784,4,8,B,4
2,784,2,7,S,8
3,784,1,8,B,7
4,784,4,12,B,8
5,784,6,18,B,12
6,784,6,24,B,18
7,784,1,25,B,24
8,784,4,29,B,25
9,784,2,31,B,29
10,784,6,37,B,31
11,784,2,39,B,37
12,784,2,41,B,39
13,784,2,50,L,41
14,784,6,56,B,50
15,784,3,83,L,56
16,784,3,86,B,83
17,784,1,87,B,86
18,784,2,96,L,87
19,784,5,100,B,96
0,785,5,5,B,0
1,785,1,4,S,5
2,785,6,7,S,4
3,785,4,11,B,7
4,785,6,17,B,11
5,785,5,22,B,17
6,785,6,28,B,22
7,785,6,34,B,28
8,785,3,37,B,34
9,785,4,41,B,37
10,785,4,45,B,41
11,785,3,48,B,45
12,785,6,54,B,48
13,785,5,83,L,54
14,785,2,85,B,83
15,785,2,87,B,85
16,785,3,90,B,87
17,785,2,92,B,90
18,785,1,93,B,92
19,785,4,97,B,93
20,785,4,100,B,97
0,786,2,25,L,0
1,786,1,26,B,25
